time,temp,humidity,wind_speed,precip,events,date
12:51 AM,41.0 °F,51%,10.4 mph,N/A,,2014/4/1
1:51 AM,41.0 °F,53%,5.8 mph,N/A,,2014/4/1
2:51 AM,41.0 °F,53%,9.2 mph,N/A,,2014/4/1
3:51 AM,39.9 °F,55%,9.2 mph,N/A,,2014/4/1
4:51 AM,39.9 °F,53%,8.1 mph,N/A,,2014/4/1
5:51 AM,39.0 °F,57%,3.5 mph,N/A,,2014/4/1
6:51 AM,39.0 °F,57%,6.9 mph,N/A,,2014/4/1
7:51 AM,39.9 °F,55%,3.5 mph,N/A,,2014/4/1
8:51 AM,42.1 °F,51%,4.6 mph,N/A,,2014/4/1
9:51 AM,45.0 °F,46%,6.9 mph,N/A,,2014/4/1
10:51 AM,48.9 °F,43%,5.8 mph,N/A,,2014/4/1
11:51 AM,50.0 °F,41%,4.6 mph,N/A,,2014/4/1
12:51 PM,53.1 °F,37%,Calm,N/A,,2014/4/1
1:51 PM,55.0 °F,35%,4.6 mph,N/A,,2014/4/1
2:51 PM,55.9 °F,34%,4.6 mph,N/A,,2014/4/1
3:51 PM,57.9 °F,33%,4.6 mph,N/A,,2014/4/1
4:51 PM,59.0 °F,33%,Calm,N/A,,2014/4/1
5:51 PM,57.9 °F,36%,4.6 mph,N/A,,2014/4/1
6:51 PM,52.0 °F,43%,4.6 mph,N/A,,2014/4/1
7:51 PM,50.0 °F,46%,4.6 mph,N/A,,2014/4/1
8:51 PM,48.9 °F,48%,4.6 mph,N/A,,2014/4/1
9:51 PM,48.0 °F,54%,4.6 mph,N/A,,2014/4/1
10:51 PM,46.0 °F,56%,5.8 mph,N/A,,2014/4/1
11:51 PM,46.0 °F,58%,Calm,N/A,,2014/4/1
12:51 AM,45.0 °F,58%,3.5 mph,N/A,,2014/4/2
1:51 AM,44.1 °F,63%,4.6 mph,N/A,,2014/4/2
2:51 AM,44.1 °F,65%,Calm,N/A,,2014/4/2
3:51 AM,44.1 °F,65%,4.6 mph,N/A,,2014/4/2
4:51 AM,43.0 °F,71%,4.6 mph,N/A,,2014/4/2
5:51 AM,42.1 °F,76%,Calm,N/A,,2014/4/2
6:51 AM,42.1 °F,79%,Calm,N/A,,2014/4/2
8:51 AM,46.0 °F,71%,Calm,N/A,,2014/4/2
9:51 AM,46.0 °F,68%,Calm,N/A,,2014/4/2
10:51 AM,48.0 °F,63%,4.6 mph,N/A,,2014/4/2
11:51 AM,48.0 °F,63%,3.5 mph,N/A,,2014/4/2
12:51 PM,48.0 °F,66%,Calm,N/A,,2014/4/2
1:51 PM,51.1 °F,61%,Calm,N/A,,2014/4/2
2:51 PM,50.0 °F,71%,4.6 mph,N/A,,2014/4/2
3:51 PM,50.0 °F,68%,3.5 mph,N/A,,2014/4/2
4:51 PM,53.1 °F,61%,Calm,N/A,,2014/4/2
5:51 PM,53.1 °F,59%,3.5 mph,N/A,,2014/4/2
6:51 PM,52.0 °F,59%,Calm,N/A,,2014/4/2
7:51 PM,51.1 °F,66%,Calm,N/A,,2014/4/2
8:51 PM,52.0 °F,66%,3.5 mph,N/A,,2014/4/2
9:51 PM,51.1 °F,68%,4.6 mph,N/A,,2014/4/2
10:51 PM,51.1 °F,71%,Calm,N/A,,2014/4/2
11:51 PM,51.1 °F,71%,Calm,N/A,,2014/4/2
12:51 AM,50.0 °F,74%,3.5 mph,N/A,,2014/4/3
1:51 AM,50.0 °F,74%,Calm,N/A,,2014/4/3
2:51 AM,48.9 °F,74%,4.6 mph,N/A,,2014/4/3
3:51 AM,48.9 °F,64%,4.6 mph,N/A,,2014/4/3
4:51 AM,48.0 °F,66%,Calm,N/A,,2014/4/3
5:51 AM,48.0 °F,56%,6.9 mph,N/A,,2014/4/3
6:51 AM,46.9 °F,50%,5.8 mph,N/A,,2014/4/3
7:51 AM,46.9 °F,50%,5.8 mph,N/A,,2014/4/3
8:51 AM,48.0 °F,44%,5.8 mph,N/A,,2014/4/3
9:51 AM,48.9 °F,43%,Calm,N/A,,2014/4/3
10:51 AM,53.1 °F,37%,Calm,N/A,,2014/4/3
11:51 AM,57.0 °F,29%,4.6 mph,N/A,,2014/4/3
12:51 PM,57.9 °F,24%,3.5 mph,N/A,,2014/4/3
1:51 PM,62.1 °F,21%,5.8 mph,N/A,,2014/4/3
2:51 PM,62.1 °F,18%,Calm,N/A,,2014/4/3
3:51 PM,66.9 °F,15%,Calm,N/A,,2014/4/3
4:51 PM,63.0 °F,21%,5.8 mph,N/A,,2014/4/3
5:51 PM,61.0 °F,25%,4.6 mph,N/A,,2014/4/3
6:51 PM,57.9 °F,30%,6.9 mph,N/A,,2014/4/3
7:51 PM,55.0 °F,34%,6.9 mph,N/A,,2014/4/3
8:51 PM,54.0 °F,34%,3.5 mph,N/A,,2014/4/3
9:51 PM,53.1 °F,38%,5.8 mph,N/A,,2014/4/3
10:51 PM,50.0 °F,54%,Calm,0.01 in,Rain,2014/4/3
11:51 PM,46.9 °F,80%,4.6 mph,0.03 in,Rain,2014/4/3
12:51 AM,46.9 °F,80%,3.5 mph,0.03 in,Rain,2014/4/4
1:51 AM,46.0 °F,76%,5.8 mph,0.00 in,Rain,2014/4/4
2:51 AM,45.0 °F,76%,9.2 mph,0.01 in,,2014/4/4
3:51 AM,44.1 °F,76%,4.6 mph,0.00 in,Rain,2014/4/4
4:35 AM,43.0 °F,76%,3.5 mph,0.00 in,,2014/4/4
4:42 AM,43.0 °F,80%,6.9 mph,0.00 in,,2014/4/4
4:51 AM,43.0 °F,80%,Calm,0.00 in,,2014/4/4
5:51 AM,43.0 °F,76%,4.6 mph,N/A,,2014/4/4
6:51 AM,43.0 °F,76%,6.9 mph,0.00 in,Rain,2014/4/4
7:51 AM,43.0 °F,71%,8.1 mph,0.02 in,,2014/4/4
8:51 AM,43.0 °F,74%,8.1 mph,N/A,,2014/4/4
9:29 AM,43.0 °F,76%,8.1 mph,N/A,,2014/4/4
9:51 AM,43.0 °F,76%,8.1 mph,N/A,,2014/4/4
10:51 AM,44.1 °F,65%,12.7 mph,N/A,,2014/4/4
11:51 AM,43.0 °F,74%,9.2 mph,N/A,,2014/4/4
12:51 PM,43.0 °F,68%,11.5 mph,N/A,,2014/4/4
1:51 PM,43.0 °F,71%,9.2 mph,N/A,,2014/4/4
2:51 PM,42.1 °F,76%,8.1 mph,0.00 in,,2014/4/4
3:51 PM,42.1 °F,79%,11.5 mph,N/A,,2014/4/4
4:07 PM,42.1 °F,76%,12.7 mph,N/A,,2014/4/4
4:51 PM,42.1 °F,76%,10.4 mph,N/A,,2014/4/4
5:51 PM,41.0 °F,82%,13.8 mph,N/A,,2014/4/4
6:41 PM,41.0 °F,86%,9.2 mph,0.00 in,Rain,2014/4/4
6:51 PM,41.0 °F,86%,6.9 mph,0.01 in,,2014/4/4
7:31 PM,41.0 °F,86%,6.9 mph,0.01 in,Rain,2014/4/4
7:51 PM,39.9 °F,89%,3.5 mph,0.02 in,,2014/4/4
8:51 PM,41.0 °F,89%,10.4 mph,0.01 in,,2014/4/4
9:15 PM,41.0 °F,89%,4.6 mph,N/A,,2014/4/4
9:51 PM,41.0 °F,89%,6.9 mph,0.00 in,Rain,2014/4/4
10:03 PM,41.0 °F,89%,8.1 mph,0.01 in,,2014/4/4
10:17 PM,41.0 °F,89%,9.2 mph,0.01 in,,2014/4/4
10:51 PM,39.9 °F,89%,11.5 mph,0.01 in,,2014/4/4
11:00 PM,39.9 °F,89%,12.7 mph,N/A,,2014/4/4
11:31 PM,39.9 °F,89%,10.4 mph,N/A,,2014/4/4
11:51 PM,39.9 °F,93%,-,0.04 in,Rain,2014/4/4
12:07 AM,39.9 °F,93%,10.4 mph,0.08 in,Rain,2014/4/5
12:22 AM,39.9 °F,89%,10.4 mph,0.08 in,Rain,2014/4/5
12:51 AM,39.9 °F,89%,11.5 mph,0.09 in,,2014/4/5
1:51 AM,41.0 °F,86%,5.8 mph,N/A,,2014/4/5
2:51 AM,41.0 °F,89%,5.8 mph,N/A,,2014/4/5
3:51 AM,41.0 °F,89%,Calm,N/A,,2014/4/5
4:51 AM,41.0 °F,86%,6.9 mph,N/A,,2014/4/5
5:51 AM,41.0 °F,86%,Calm,N/A,,2014/4/5
6:09 AM,41.0 °F,89%,Calm,N/A,,2014/4/5
6:51 AM,42.1 °F,85%,8.1 mph,N/A,,2014/4/5
7:07 AM,43.0 °F,82%,8.1 mph,N/A,,2014/4/5
7:21 AM,43.0 °F,82%,3.5 mph,N/A,,2014/4/5
7:51 AM,43.0 °F,86%,4.6 mph,N/A,,2014/4/5
8:51 AM,46.9 °F,74%,6.9 mph,N/A,,2014/4/5
9:51 AM,51.1 °F,48%,11.5 mph,N/A,,2014/4/5
10:51 AM,51.1 °F,43%,17.3 mph,N/A,,2014/4/5
11:51 AM,50.0 °F,43%,17.3 mph,N/A,,2014/4/5
12:51 PM,50.0 °F,43%,8.1 mph,N/A,,2014/4/5
1:51 PM,51.1 °F,39%,11.5 mph,N/A,,2014/4/5
2:51 PM,52.0 °F,37%,10.4 mph,N/A,,2014/4/5
3:51 PM,53.1 °F,35%,13.8 mph,N/A,,2014/4/5
4:51 PM,53.1 °F,34%,9.2 mph,N/A,,2014/4/5
5:51 PM,52.0 °F,37%,9.2 mph,N/A,,2014/4/5
6:51 PM,50.0 °F,38%,12.7 mph,N/A,,2014/4/5
7:51 PM,46.9 °F,41%,-,N/A,,2014/4/5
8:51 PM,45.0 °F,40%,11.5 mph,N/A,,2014/4/5
9:51 PM,44.1 °F,40%,4.6 mph,N/A,,2014/4/5
10:51 PM,43.0 °F,43%,6.9 mph,N/A,,2014/4/5
11:51 PM,41.0 °F,45%,6.9 mph,N/A,,2014/4/5
12:51 AM,39.9 °F,47%,4.6 mph,N/A,,2014/4/6
1:51 AM,39.0 °F,49%,4.6 mph,N/A,,2014/4/6
2:51 AM,37.9 °F,51%,3.5 mph,N/A,,2014/4/6
3:51 AM,37.0 °F,52%,8.1 mph,N/A,,2014/4/6
4:51 AM,37.0 °F,52%,8.1 mph,N/A,,2014/4/6
5:51 AM,37.0 °F,52%,8.1 mph,N/A,,2014/4/6
6:51 AM,36.0 °F,55%,8.1 mph,N/A,,2014/4/6
7:51 AM,37.0 °F,52%,5.8 mph,N/A,,2014/4/6
8:51 AM,39.0 °F,46%,5.8 mph,N/A,,2014/4/6
9:51 AM,41.0 °F,41%,4.6 mph,N/A,,2014/4/6
10:51 AM,44.1 °F,35%,Calm,N/A,,2014/4/6
11:51 AM,48.0 °F,29%,4.6 mph,N/A,,2014/4/6
12:51 PM,50.0 °F,27%,3.5 mph,N/A,,2014/4/6
1:51 PM,53.1 °F,22%,3.5 mph,N/A,,2014/4/6
2:51 PM,57.0 °F,22%,3.5 mph,N/A,,2014/4/6
3:51 PM,57.9 °F,19%,3.5 mph,N/A,,2014/4/6
4:51 PM,60.1 °F,17%,Calm,N/A,,2014/4/6
5:51 PM,59.0 °F,18%,Calm,N/A,,2014/4/6
6:51 PM,54.0 °F,34%,-,N/A,,2014/4/6
7:51 PM,50.0 °F,39%,5.8 mph,N/A,,2014/4/6
8:51 PM,48.0 °F,39%,4.6 mph,N/A,,2014/4/6
9:51 PM,48.0 °F,44%,3.5 mph,N/A,,2014/4/6
10:51 PM,46.0 °F,47%,Calm,N/A,,2014/4/6
11:51 PM,46.9 °F,48%,Calm,N/A,,2014/4/6
12:51 AM,46.9 °F,48%,6.9 mph,N/A,,2014/4/7
1:51 AM,46.0 °F,51%,5.8 mph,N/A,,2014/4/7
2:51 AM,45.0 °F,53%,Calm,N/A,,2014/4/7
3:51 AM,45.0 °F,53%,Calm,N/A,,2014/4/7
4:51 AM,45.0 °F,53%,3.5 mph,N/A,,2014/4/7
5:51 AM,45.0 °F,56%,Calm,N/A,,2014/4/7
6:51 AM,44.1 °F,60%,3.5 mph,N/A,,2014/4/7
7:51 AM,46.0 °F,63%,6.9 mph,N/A,,2014/4/7
8:51 AM,46.9 °F,61%,5.8 mph,N/A,,2014/4/7
9:15 AM,46.0 °F,58%,9.2 mph,N/A,,2014/4/7
9:51 AM,46.0 °F,61%,9.2 mph,N/A,,2014/4/7
10:51 AM,48.9 °F,54%,5.8 mph,N/A,,2014/4/7
11:51 AM,50.0 °F,32%,-,N/A,,2014/4/7
12:51 PM,51.1 °F,35%,6.9 mph,N/A,,2014/4/7
1:51 PM,51.1 °F,52%,11.5 mph,N/A,,2014/4/7
2:51 PM,51.1 °F,50%,8.1 mph,N/A,,2014/4/7
3:51 PM,50.0 °F,57%,-,N/A,,2014/4/7
4:51 PM,50.0 °F,59%,6.9 mph,N/A,,2014/4/7
5:27 PM,48.0 °F,74%,5.8 mph,0.02 in,Rain,2014/4/7
5:39 PM,46.0 °F,83%,5.8 mph,0.07 in,Rain,2014/4/7
5:51 PM,46.0 °F,83%,6.9 mph,0.10 in,Rain,2014/4/7
6:25 PM,44.1 °F,89%,6.9 mph,0.06 in,Rain,2014/4/7
6:37 PM,44.1 °F,89%,6.9 mph,0.08 in,Rain,2014/4/7
6:51 PM,44.1 °F,89%,10.4 mph,0.10 in,Rain,2014/4/7
7:16 PM,45.0 °F,90%,8.1 mph,0.03 in,Rain,2014/4/7
7:30 PM,45.0 °F,90%,9.2 mph,0.04 in,Rain,2014/4/7
7:39 PM,45.0 °F,90%,10.4 mph,0.05 in,Rain,2014/4/7
7:51 PM,45.0 °F,90%,6.9 mph,0.06 in,Rain,2014/4/7
8:06 PM,45.0 °F,90%,6.9 mph,0.02 in,Rain,2014/4/7
8:25 PM,44.1 °F,93%,9.2 mph,0.07 in,Rain,2014/4/7
8:51 PM,44.1 °F,93%,11.5 mph,0.13 in,Rain,2014/4/7
9:12 PM,44.1 °F,93%,12.7 mph,0.05 in,Rain,2014/4/7
9:22 PM,44.1 °F,89%,10.4 mph,0.06 in,Rain,2014/4/7
9:51 PM,44.1 °F,89%,5.8 mph,0.07 in,Rain,2014/4/7
10:15 PM,43.0 °F,93%,12.7 mph,0.02 in,Rain,2014/4/7
10:26 PM,43.0 °F,93%,13.8 mph,0.03 in,Rain,2014/4/7
10:51 PM,44.1 °F,89%,8.1 mph,0.04 in,Rain,2014/4/7
11:00 PM,43.0 °F,93%,10.4 mph,0.01 in,Rain,2014/4/7
11:14 PM,44.1 °F,89%,8.1 mph,0.01 in,,2014/4/7
11:51 PM,45.0 °F,90%,6.9 mph,0.02 in,,2014/4/7
12:07 AM,45.0 °F,93%,3.5 mph,N/A,,2014/4/8
12:27 AM,45.0 °F,90%,Calm,N/A,,2014/4/8
12:51 AM,45.0 °F,93%,3.5 mph,N/A,,2014/4/8
1:13 AM,46.0 °F,89%,Calm,N/A,,2014/4/8
1:51 AM,46.9 °F,90%,5.8 mph,N/A,,2014/4/8
2:11 AM,48.0 °F,89%,3.5 mph,N/A,,2014/4/8
2:51 AM,46.9 °F,93%,3.5 mph,N/A,Fog,2014/4/8
3:15 AM,48.0 °F,93%,4.6 mph,N/A,,2014/4/8
3:24 AM,48.9 °F,93%,4.6 mph,0.00 in,Rain,2014/4/8
3:43 AM,48.9 °F,93%,4.6 mph,0.01 in,Rain,2014/4/8
3:51 AM,48.9 °F,93%,4.6 mph,0.01 in,,2014/4/8
4:10 AM,48.9 °F,93%,Calm,0.00 in,Rain,2014/4/8
4:12 AM,48.9 °F,93%,3.5 mph,0.01 in,Rain,2014/4/8
4:51 AM,48.0 °F,93%,3.5 mph,0.10 in,Rain,2014/4/8
5:29 AM,48.9 °F,90%,3.5 mph,0.09 in,,2014/4/8
5:51 AM,48.9 °F,93%,3.5 mph,0.09 in,,2014/4/8
6:22 AM,48.9 °F,93%,3.5 mph,0.05 in,Rain,2014/4/8
6:51 AM,48.9 °F,93%,Calm,0.13 in,Rain,2014/4/8
7:51 AM,50.0 °F,93%,3.5 mph,0.01 in,,2014/4/8
8:05 AM,50.0 °F,93%,3.5 mph,N/A,,2014/4/8
8:51 AM,51.1 °F,92%,Calm,N/A,,2014/4/8
9:00 AM,52.0 °F,89%,3.5 mph,N/A,,2014/4/8
9:26 AM,52.0 °F,89%,Calm,N/A,,2014/4/8
9:44 AM,53.1 °F,93%,Calm,N/A,,2014/4/8
9:51 AM,55.0 °F,89%,-,N/A,,2014/4/8
9:59 AM,55.9 °F,90%,3.5 mph,N/A,,2014/4/8
10:51 AM,57.9 °F,87%,9.2 mph,N/A,,2014/4/8
11:00 AM,59.0 °F,83%,-,N/A,,2014/4/8
11:51 AM,61.0 °F,75%,9.2 mph,N/A,,2014/4/8
12:26 PM,62.1 °F,67%,10.4 mph,N/A,,2014/4/8
12:51 PM,63.0 °F,60%,10.4 mph,N/A,,2014/4/8
1:51 PM,63.0 °F,52%,10.4 mph,N/A,,2014/4/8
2:51 PM,64.0 °F,41%,10.4 mph,N/A,,2014/4/8
3:51 PM,62.1 °F,41%,4.6 mph,N/A,,2014/4/8
4:51 PM,62.1 °F,38%,8.1 mph,N/A,,2014/4/8
5:51 PM,60.1 °F,39%,9.2 mph,N/A,,2014/4/8
6:51 PM,59.0 °F,39%,12.7 mph,N/A,,2014/4/8
7:51 PM,57.0 °F,40%,5.8 mph,N/A,,2014/4/8
8:51 PM,55.0 °F,40%,10.4 mph,N/A,,2014/4/8
9:51 PM,53.1 °F,43%,12.7 mph,N/A,,2014/4/8
10:51 PM,51.1 °F,48%,11.5 mph,N/A,,2014/4/8
11:51 PM,50.0 °F,50%,3.5 mph,N/A,,2014/4/8
12:51 AM,48.9 °F,52%,5.8 mph,N/A,,2014/4/9
1:51 AM,48.0 °F,54%,3.5 mph,N/A,,2014/4/9
2:51 AM,46.9 °F,56%,4.6 mph,N/A,,2014/4/9
3:51 AM,46.9 °F,56%,6.9 mph,N/A,,2014/4/9
4:51 AM,46.0 °F,58%,4.6 mph,N/A,,2014/4/9
5:51 AM,45.0 °F,63%,3.5 mph,N/A,,2014/4/9
6:51 AM,45.0 °F,63%,5.8 mph,N/A,,2014/4/9
7:51 AM,46.0 °F,61%,4.6 mph,N/A,,2014/4/9
8:51 AM,48.0 °F,56%,Calm,N/A,,2014/4/9
9:51 AM,52.0 °F,45%,8.1 mph,N/A,,2014/4/9
10:51 AM,55.0 °F,40%,10.4 mph,N/A,,2014/4/9
11:51 AM,57.0 °F,36%,10.4 mph,N/A,,2014/4/9
12:51 PM,57.9 °F,30%,5.8 mph,N/A,,2014/4/9
1:51 PM,59.0 °F,28%,10.4 mph,N/A,,2014/4/9
2:51 PM,57.9 °F,26%,12.7 mph,N/A,,2014/4/9
3:51 PM,59.0 °F,25%,15.0 mph,N/A,,2014/4/9
4:51 PM,59.0 °F,23%,6.9 mph,N/A,,2014/4/9
5:51 PM,57.0 °F,25%,-,N/A,,2014/4/9
6:51 PM,55.0 °F,25%,10.4 mph,N/A,,2014/4/9
7:51 PM,53.1 °F,25%,8.1 mph,N/A,,2014/4/9
8:51 PM,51.1 °F,28%,4.6 mph,N/A,,2014/4/9
9:51 PM,50.0 °F,28%,4.6 mph,N/A,,2014/4/9
10:51 PM,48.9 °F,26%,8.1 mph,N/A,,2014/4/9
11:51 PM,46.9 °F,24%,4.6 mph,N/A,,2014/4/9
12:51 AM,46.0 °F,25%,4.6 mph,N/A,,2014/4/10
1:51 AM,45.0 °F,27%,3.5 mph,N/A,,2014/4/10
2:51 AM,45.0 °F,29%,4.6 mph,N/A,,2014/4/10
3:51 AM,43.0 °F,31%,3.5 mph,N/A,,2014/4/10
4:51 AM,44.1 °F,30%,Calm,N/A,,2014/4/10
5:51 AM,44.1 °F,30%,4.6 mph,N/A,,2014/4/10
6:51 AM,44.1 °F,32%,5.8 mph,N/A,,2014/4/10
7:51 AM,46.9 °F,29%,4.6 mph,N/A,,2014/4/10
8:51 AM,50.0 °F,27%,6.9 mph,N/A,,2014/4/10
9:51 AM,51.1 °F,25%,6.9 mph,N/A,,2014/4/10
10:51 AM,53.1 °F,24%,4.6 mph,N/A,,2014/4/10
11:51 AM,55.0 °F,24%,4.6 mph,N/A,,2014/4/10
12:51 PM,57.0 °F,26%,9.2 mph,N/A,,2014/4/10
1:51 PM,57.0 °F,25%,10.4 mph,N/A,,2014/4/10
2:51 PM,55.9 °F,27%,10.4 mph,N/A,,2014/4/10
3:51 PM,57.0 °F,28%,8.1 mph,N/A,,2014/4/10
4:51 PM,55.9 °F,34%,9.2 mph,N/A,,2014/4/10
5:51 PM,55.9 °F,39%,16.1 mph,N/A,,2014/4/10
6:51 PM,55.0 °F,45%,8.1 mph,N/A,,2014/4/10
7:51 PM,55.0 °F,47%,11.5 mph,N/A,,2014/4/10
8:51 PM,55.9 °F,42%,6.9 mph,N/A,,2014/4/10
9:51 PM,55.9 °F,36%,6.9 mph,N/A,,2014/4/10
10:51 PM,57.0 °F,36%,9.2 mph,N/A,,2014/4/10
11:51 PM,55.9 °F,37%,-,N/A,,2014/4/10
12:51 AM,57.0 °F,36%,4.6 mph,N/A,,2014/4/11
1:51 AM,57.0 °F,37%,4.6 mph,N/A,,2014/4/11
2:51 AM,57.0 °F,40%,8.1 mph,N/A,,2014/4/11
3:51 AM,57.0 °F,42%,8.1 mph,N/A,,2014/4/11
4:51 AM,55.9 °F,45%,4.6 mph,N/A,,2014/4/11
5:51 AM,57.0 °F,44%,3.5 mph,N/A,,2014/4/11
6:51 AM,57.0 °F,47%,8.1 mph,N/A,,2014/4/11
7:51 AM,57.0 °F,47%,4.6 mph,N/A,,2014/4/11
8:51 AM,59.0 °F,44%,6.9 mph,N/A,,2014/4/11
9:51 AM,62.1 °F,39%,4.6 mph,N/A,,2014/4/11
10:51 AM,64.0 °F,38%,9.2 mph,N/A,,2014/4/11
11:51 AM,68.0 °F,36%,5.8 mph,N/A,,2014/4/11
12:51 PM,70.0 °F,35%,8.1 mph,N/A,,2014/4/11
1:51 PM,73.9 °F,33%,8.1 mph,N/A,,2014/4/11
2:51 PM,73.9 °F,32%,6.9 mph,N/A,,2014/4/11
3:51 PM,70.0 °F,35%,6.9 mph,N/A,,2014/4/11
4:51 PM,71.1 °F,32%,3.5 mph,N/A,,2014/4/11
5:51 PM,68.0 °F,45%,11.5 mph,N/A,,2014/4/11
6:51 PM,66.9 °F,45%,4.6 mph,N/A,,2014/4/11
7:51 PM,64.0 °F,54%,4.6 mph,N/A,,2014/4/11
8:51 PM,63.0 °F,56%,5.8 mph,N/A,,2014/4/11
9:51 PM,61.0 °F,60%,4.6 mph,N/A,,2014/4/11
10:51 PM,60.1 °F,62%,4.6 mph,N/A,,2014/4/11
11:51 PM,59.0 °F,67%,Calm,N/A,,2014/4/11
12:51 AM,57.9 °F,70%,5.8 mph,N/A,,2014/4/12
1:23 AM,57.9 °F,70%,4.6 mph,N/A,,2014/4/12
1:31 AM,57.9 °F,70%,4.6 mph,N/A,,2014/4/12
1:41 AM,57.9 °F,70%,Calm,N/A,,2014/4/12
1:51 AM,57.0 °F,72%,Calm,N/A,,2014/4/12
1:58 AM,57.0 °F,72%,3.5 mph,N/A,,2014/4/12
2:51 AM,55.9 °F,75%,3.5 mph,N/A,,2014/4/12
3:51 AM,53.1 °F,80%,4.6 mph,N/A,,2014/4/12
4:51 AM,52.0 °F,80%,4.6 mph,N/A,,2014/4/12
5:51 AM,51.1 °F,80%,4.6 mph,N/A,,2014/4/12
6:51 AM,51.1 °F,80%,3.5 mph,N/A,,2014/4/12
7:51 AM,51.1 °F,74%,3.5 mph,N/A,,2014/4/12
8:51 AM,54.0 °F,64%,Calm,N/A,,2014/4/12
9:51 AM,57.9 °F,51%,Calm,N/A,,2014/4/12
10:51 AM,63.0 °F,34%,4.6 mph,N/A,,2014/4/12
11:51 AM,64.9 °F,29%,Calm,N/A,,2014/4/12
12:51 PM,69.1 °F,25%,Calm,N/A,,2014/4/12
1:51 PM,68.0 °F,24%,10.4 mph,N/A,,2014/4/12
2:51 PM,73.0 °F,20%,-,N/A,,2014/4/12
3:51 PM,72.0 °F,19%,Calm,N/A,,2014/4/12
4:51 PM,66.0 °F,28%,5.8 mph,N/A,,2014/4/12
5:51 PM,64.9 °F,28%,6.9 mph,N/A,,2014/4/12
6:51 PM,63.0 °F,30%,8.1 mph,N/A,,2014/4/12
7:51 PM,60.1 °F,36%,10.4 mph,N/A,,2014/4/12
8:51 PM,61.0 °F,32%,8.1 mph,N/A,,2014/4/12
9:51 PM,60.1 °F,31%,5.8 mph,N/A,,2014/4/12
10:51 PM,60.1 °F,30%,5.8 mph,N/A,,2014/4/12
11:51 PM,59.0 °F,31%,4.6 mph,N/A,,2014/4/12
12:51 AM,57.0 °F,34%,4.6 mph,N/A,,2014/4/13
1:51 AM,57.0 °F,36%,Calm,N/A,,2014/4/13
2:51 AM,57.0 °F,37%,4.6 mph,N/A,,2014/4/13
3:51 AM,55.9 °F,44%,3.5 mph,N/A,,2014/4/13
4:51 AM,55.0 °F,51%,4.6 mph,N/A,,2014/4/13
5:51 AM,55.0 °F,59%,Calm,N/A,,2014/4/13
6:38 AM,55.9 °F,60%,4.6 mph,N/A,,2014/4/13
6:51 AM,55.0 °F,64%,6.9 mph,N/A,,2014/4/13
7:01 AM,54.0 °F,72%,5.8 mph,N/A,,2014/4/13
7:28 AM,55.0 °F,72%,5.8 mph,N/A,,2014/4/13
7:51 AM,55.9 °F,72%,Calm,N/A,,2014/4/13
7:58 AM,55.9 °F,72%,9.2 mph,N/A,,2014/4/13
8:51 AM,57.9 °F,72%,10.4 mph,N/A,,2014/4/13
9:51 AM,57.9 °F,75%,4.6 mph,N/A,,2014/4/13
10:51 AM,61.0 °F,70%,5.8 mph,N/A,,2014/4/13
11:51 AM,66.0 °F,59%,3.5 mph,N/A,,2014/4/13
12:51 PM,69.1 °F,53%,4.6 mph,N/A,,2014/4/13
1:51 PM,71.1 °F,49%,6.9 mph,N/A,,2014/4/13
2:51 PM,72.0 °F,46%,8.1 mph,N/A,,2014/4/13
3:51 PM,73.9 °F,41%,3.5 mph,N/A,,2014/4/13
4:51 PM,75.9 °F,38%,8.1 mph,N/A,,2014/4/13
5:51 PM,75.0 °F,44%,6.9 mph,N/A,,2014/4/13
6:51 PM,73.0 °F,46%,10.4 mph,N/A,,2014/4/13
7:51 PM,71.1 °F,47%,10.4 mph,N/A,,2014/4/13
8:51 PM,68.0 °F,50%,10.4 mph,N/A,,2014/4/13
9:51 PM,66.9 °F,54%,8.1 mph,N/A,,2014/4/13
10:51 PM,66.9 °F,57%,-,N/A,,2014/4/13
11:51 PM,66.0 °F,63%,6.9 mph,N/A,,2014/4/13
12:51 AM,66.0 °F,63%,3.5 mph,N/A,,2014/4/14
1:51 AM,64.4 °F,68%,4.6 mph,N/A,,2014/4/14
2:51 AM,64.0 °F,70%,3.5 mph,N/A,,2014/4/14
3:51 AM,63.0 °F,72%,-,N/A,,2014/4/14
4:51 AM,62.1 °F,72%,4.6 mph,N/A,,2014/4/14
5:51 AM,62.1 °F,75%,4.6 mph,N/A,,2014/4/14
6:51 AM,62.1 °F,72%,4.6 mph,N/A,,2014/4/14
7:51 AM,64.0 °F,67%,9.2 mph,N/A,,2014/4/14
8:51 AM,66.0 °F,63%,4.6 mph,N/A,,2014/4/14
9:51 AM,66.9 °F,63%,3.5 mph,N/A,,2014/4/14
10:51 AM,69.8 °F,60%,10.4 mph,N/A,,2014/4/14
11:51 AM,73.9 °F,52%,-,N/A,,2014/4/14
12:51 PM,72.0 °F,49%,-,N/A,,2014/4/14
1:51 PM,72.0 °F,48%,8.1 mph,N/A,,2014/4/14
2:51 PM,73.9 °F,45%,9.2 mph,N/A,,2014/4/14
3:51 PM,73.0 °F,46%,12.7 mph,N/A,,2014/4/14
4:51 PM,70.0 °F,49%,8.1 mph,N/A,,2014/4/14
5:51 PM,70.0 °F,49%,10.4 mph,N/A,,2014/4/14
6:51 PM,66.0 °F,56%,11.5 mph,N/A,,2014/4/14
