time,temp,humidity,wind_speed,precip,events,date
5:51 PM,78.1 °F,46%,-,N/A,,2014/6/27
6:51 PM,75.9 °F,48%,3.5 mph,N/A,,2014/6/27
7:51 PM,73.0 °F,53%,4.6 mph,N/A,,2014/6/27
8:51 PM,71.1 °F,57%,Calm,N/A,,2014/6/27
9:51 PM,70.0 °F,65%,5.8 mph,N/A,,2014/6/27
10:51 PM,69.1 °F,65%,Calm,N/A,,2014/6/27
11:51 PM,69.1 °F,61%,Calm,N/A,,2014/6/27
12:51 AM,68.0 °F,59%,Calm,N/A,,2014/6/28
1:51 AM,69.1 °F,65%,4.6 mph,N/A,,2014/6/28
2:51 AM,68.0 °F,65%,4.6 mph,N/A,,2014/6/28
3:51 AM,66.9 °F,68%,Calm,N/A,,2014/6/28
4:51 AM,66.9 °F,68%,Calm,N/A,,2014/6/28
5:51 AM,66.9 °F,66%,Calm,N/A,,2014/6/28
6:51 AM,69.1 °F,61%,5.8 mph,N/A,,2014/6/28
7:51 AM,71.1 °F,57%,Calm,N/A,,2014/6/28
8:51 AM,73.0 °F,51%,8.1 mph,N/A,,2014/6/28
9:51 AM,75.9 °F,50%,Calm,N/A,,2014/6/28
10:51 AM,79.0 °F,48%,3.5 mph,N/A,,2014/6/28
11:51 AM,82.9 °F,38%,Calm,N/A,,2014/6/28
12:51 PM,86.0 °F,27%,5.8 mph,N/A,,2014/6/28
1:51 PM,86.0 °F,30%,3.5 mph,N/A,,2014/6/28
2:51 PM,86.0 °F,29%,Calm,N/A,,2014/6/28
3:51 PM,84.9 °F,29%,4.6 mph,N/A,,2014/6/28
4:51 PM,81.0 °F,41%,5.8 mph,N/A,,2014/6/28
5:51 PM,78.1 °F,52%,8.1 mph,N/A,,2014/6/28
6:51 PM,75.9 °F,50%,4.6 mph,N/A,,2014/6/28
7:51 PM,73.9 °F,53%,4.6 mph,N/A,,2014/6/28
8:51 PM,72.0 °F,57%,Calm,N/A,,2014/6/28
9:51 PM,71.1 °F,57%,Calm,N/A,,2014/6/28
10:51 PM,71.1 °F,55%,Calm,N/A,,2014/6/28
11:51 PM,71.1 °F,55%,-,N/A,,2014/6/28
12:51 AM,71.1 °F,51%,3.5 mph,N/A,,2014/6/29
1:51 AM,70.0 °F,55%,3.5 mph,N/A,,2014/6/29
2:51 AM,70.0 °F,53%,Calm,N/A,,2014/6/29
3:51 AM,70.0 °F,53%,4.6 mph,N/A,,2014/6/29
4:51 AM,69.1 °F,58%,Calm,N/A,,2014/6/29
5:51 AM,68.0 °F,68%,3.5 mph,N/A,,2014/6/29
6:51 AM,70.0 °F,61%,Calm,N/A,,2014/6/29
7:51 AM,73.0 °F,57%,Calm,N/A,,2014/6/29
8:51 AM,75.0 °F,57%,Calm,N/A,,2014/6/29
9:51 AM,77.0 °F,56%,Calm,N/A,,2014/6/29
10:51 AM,80.1 °F,52%,4.6 mph,N/A,,2014/6/29
11:51 AM,81.0 °F,47%,3.5 mph,N/A,,2014/6/29
12:51 PM,82.0 °F,52%,5.8 mph,N/A,,2014/6/29
1:51 PM,81.0 °F,50%,3.5 mph,N/A,,2014/6/29
2:51 PM,80.1 °F,48%,5.8 mph,N/A,,2014/6/29
3:51 PM,80.1 °F,43%,-,N/A,,2014/6/29
4:51 PM,78.1 °F,46%,5.8 mph,N/A,,2014/6/29
5:51 PM,77.0 °F,48%,4.6 mph,N/A,,2014/6/29
6:51 PM,75.0 °F,50%,4.6 mph,N/A,,2014/6/29
7:51 PM,73.9 °F,46%,Calm,N/A,,2014/6/29
8:51 PM,73.0 °F,44%,3.5 mph,N/A,,2014/6/29
9:51 PM,73.0 °F,44%,3.5 mph,N/A,,2014/6/29
10:51 PM,73.9 °F,43%,Calm,N/A,,2014/6/29
11:51 PM,73.0 °F,44%,3.5 mph,N/A,,2014/6/29
12:51 AM,72.0 °F,49%,3.5 mph,N/A,,2014/6/30
1:51 AM,72.0 °F,48%,4.6 mph,N/A,,2014/6/30
2:51 AM,71.1 °F,55%,Calm,N/A,,2014/6/30
3:51 AM,70.0 °F,63%,5.8 mph,N/A,,2014/6/30
4:51 AM,69.1 °F,70%,Calm,N/A,,2014/6/30
5:51 AM,69.1 °F,81%,Calm,N/A,,2014/6/30
6:51 AM,70.0 °F,81%,4.6 mph,N/A,,2014/6/30
7:51 AM,71.1 °F,78%,Calm,N/A,,2014/6/30
8:51 AM,73.9 °F,71%,3.5 mph,N/A,,2014/6/30
9:51 AM,75.0 °F,64%,4.6 mph,N/A,,2014/6/30
10:51 AM,79.0 °F,56%,4.6 mph,N/A,,2014/6/30
11:51 AM,81.0 °F,52%,3.5 mph,N/A,,2014/6/30
12:51 PM,82.9 °F,46%,4.6 mph,N/A,,2014/6/30
1:51 PM,84.0 °F,49%,-,N/A,,2014/6/30
2:51 PM,82.9 °F,54%,-,N/A,,2014/6/30
3:51 PM,82.0 °F,54%,-,N/A,,2014/6/30
4:51 PM,82.0 °F,52%,Calm,N/A,,2014/6/30
5:51 PM,81.0 °F,52%,Calm,N/A,,2014/6/30
6:51 PM,79.0 °F,56%,3.5 mph,N/A,,2014/6/30
7:51 PM,77.0 °F,66%,Calm,N/A,,2014/6/30
8:51 PM,75.9 °F,69%,Calm,N/A,,2014/6/30
9:51 PM,75.9 °F,71%,3.5 mph,N/A,,2014/6/30
10:51 PM,75.0 °F,73%,4.6 mph,N/A,,2014/6/30
11:51 PM,75.9 °F,67%,4.6 mph,N/A,,2014/6/30
12:51 AM,75.0 °F,69%,4.6 mph,N/A,,2014/7/1
1:51 AM,75.0 °F,60%,6.9 mph,N/A,,2014/7/1
2:51 AM,73.9 °F,68%,8.1 mph,N/A,,2014/7/1
3:51 AM,73.0 °F,76%,3.5 mph,N/A,,2014/7/1
4:51 AM,73.0 °F,76%,5.8 mph,N/A,,2014/7/1
5:51 AM,72.0 °F,81%,Calm,N/A,,2014/7/1
6:51 AM,73.9 °F,76%,-,N/A,,2014/7/1
7:51 AM,75.0 °F,73%,-,N/A,,2014/7/1
8:51 AM,75.9 °F,74%,-,N/A,,2014/7/1
9:51 AM,79.0 °F,66%,Calm,N/A,,2014/7/1
10:51 AM,82.0 °F,65%,3.5 mph,N/A,,2014/7/1
11:51 AM,86.0 °F,57%,4.6 mph,N/A,,2014/7/1
12:51 PM,87.1 °F,57%,5.8 mph,N/A,,2014/7/1
1:51 PM,88.0 °F,55%,6.9 mph,N/A,,2014/7/1
2:51 PM,84.9 °F,59%,5.8 mph,N/A,,2014/7/1
3:51 PM,86.0 °F,57%,5.8 mph,N/A,,2014/7/1
4:51 PM,84.0 °F,63%,4.6 mph,N/A,,2014/7/1
5:51 PM,84.9 °F,59%,4.6 mph,N/A,,2014/7/1
6:51 PM,84.0 °F,61%,4.6 mph,N/A,,2014/7/1
7:51 PM,82.9 °F,63%,6.9 mph,N/A,,2014/7/1
8:51 PM,82.0 °F,60%,6.9 mph,N/A,,2014/7/1
9:51 PM,81.0 °F,60%,-,N/A,,2014/7/1
10:51 PM,80.1 °F,62%,5.8 mph,N/A,,2014/7/1
11:51 PM,79.0 °F,64%,5.8 mph,N/A,,2014/7/1
12:51 AM,79.0 °F,64%,5.8 mph,N/A,,2014/7/2
1:51 AM,78.1 °F,66%,4.6 mph,N/A,,2014/7/2
2:51 AM,78.1 °F,66%,5.8 mph,N/A,,2014/7/2
3:51 AM,77.0 °F,71%,4.6 mph,N/A,,2014/7/2
4:51 AM,77.0 °F,71%,4.6 mph,N/A,,2014/7/2
5:51 AM,77.0 °F,74%,Calm,N/A,,2014/7/2
6:51 AM,77.0 °F,76%,Calm,N/A,,2014/7/2
7:51 AM,79.0 °F,74%,Calm,N/A,,2014/7/2
8:51 AM,81.0 °F,72%,Calm,N/A,,2014/7/2
9:51 AM,82.9 °F,69%,Calm,N/A,,2014/7/2
10:51 AM,86.0 °F,63%,Calm,N/A,,2014/7/2
11:51 AM,89.1 °F,59%,3.5 mph,N/A,,2014/7/2
12:51 PM,88.0 °F,61%,4.6 mph,N/A,,2014/7/2
1:51 PM,90.0 °F,55%,3.5 mph,N/A,,2014/7/2
2:51 PM,89.1 °F,53%,-,N/A,,2014/7/2
3:51 PM,88.0 °F,55%,11.5 mph,N/A,,2014/7/2
4:51 PM,86.0 °F,61%,8.1 mph,N/A,,2014/7/2
5:35 PM,80.1 °F,81%,Calm,0.02 in,Rain,2014/7/2
5:42 PM,79.0 °F,88%,-,0.06 in,Rain,2014/7/2
5:49 PM,77.0 °F,83%,12.7 mph,0.06 in,Rain,2014/7/2
5:51 PM,77.0 °F,84%,11.5 mph,0.06 in,Rain,2014/7/2
6:26 PM,73.9 °F,91%,8.1 mph,0.05 in,Rain,2014/7/2
6:30 PM,73.9 °F,91%,11.5 mph,0.11 in,Rain,2014/7/2
6:44 PM,73.9 °F,91%,11.5 mph,0.34 in,Rain,2014/7/2
6:51 PM,73.9 °F,93%,6.9 mph,0.37 in,Rain,2014/7/2
6:54 PM,73.9 °F,93%,8.1 mph,0.00 in,Rain,2014/7/2
7:06 PM,75.0 °F,90%,5.8 mph,0.00 in,,2014/7/2
7:24 PM,73.9 °F,93%,4.6 mph,0.01 in,Rain,2014/7/2
7:39 PM,73.9 °F,93%,3.5 mph,0.23 in,"Fog
	,
Rain",2014/7/2
7:51 PM,73.9 °F,93%,3.5 mph,0.41 in,Rain,2014/7/2
8:05 PM,73.9 °F,93%,Calm,0.03 in,Rain,2014/7/2
8:51 PM,73.0 °F,93%,Calm,0.05 in,,2014/7/2
9:51 PM,73.0 °F,93%,4.6 mph,0.01 in,Rain,2014/7/2
10:51 PM,73.0 °F,93%,4.6 mph,0.06 in,,2014/7/2
11:51 PM,73.0 °F,93%,Calm,N/A,,2014/7/2
12:51 AM,73.0 °F,93%,3.5 mph,N/A,,2014/7/3
1:51 AM,73.0 °F,90%,Calm,N/A,,2014/7/3
2:51 AM,73.0 °F,90%,Calm,N/A,,2014/7/3
3:51 AM,73.0 °F,93%,Calm,N/A,,2014/7/3
4:51 AM,73.0 °F,93%,Calm,0.01 in,Rain,2014/7/3
5:35 AM,73.0 °F,93%,Calm,0.03 in,,2014/7/3
5:43 AM,73.0 °F,93%,Calm,0.03 in,,2014/7/3
5:51 AM,73.0 °F,93%,Calm,0.03 in,,2014/7/3
6:19 AM,73.9 °F,93%,5.8 mph,N/A,,2014/7/3
6:30 AM,73.9 °F,93%,Calm,N/A,,2014/7/3
6:39 AM,73.9 °F,93%,Calm,N/A,,2014/7/3
6:47 AM,73.4 °F,94%,Calm,N/A,,2014/7/3
6:51 AM,73.9 °F,93%,Calm,N/A,,2014/7/3
7:01 AM,73.9 °F,93%,Calm,N/A,,2014/7/3
7:09 AM,73.9 °F,93%,Calm,N/A,,2014/7/3
7:39 AM,73.9 °F,91%,Calm,N/A,,2014/7/3
7:51 AM,75.0 °F,90%,Calm,N/A,,2014/7/3
8:51 AM,75.9 °F,91%,Calm,N/A,,2014/7/3
9:51 AM,79.0 °F,82%,3.5 mph,N/A,,2014/7/3
10:51 AM,81.0 °F,77%,Calm,N/A,,2014/7/3
11:10 AM,82.0 °F,74%,Calm,N/A,,2014/7/3
11:51 AM,84.0 °F,69%,4.6 mph,N/A,,2014/7/3
12:43 PM,84.0 °F,72%,3.5 mph,N/A,,2014/7/3
12:51 PM,84.0 °F,72%,Calm,N/A,,2014/7/3
1:38 PM,84.0 °F,69%,Calm,N/A,,2014/7/3
1:51 PM,84.9 °F,69%,5.8 mph,N/A,,2014/7/3
2:51 PM,84.0 °F,69%,4.6 mph,N/A,,2014/7/3
3:51 PM,84.0 °F,67%,9.2 mph,N/A,,2014/7/3
4:51 PM,84.0 °F,67%,8.1 mph,N/A,,2014/7/3
5:51 PM,82.0 °F,71%,3.5 mph,N/A,,2014/7/3
6:51 PM,81.0 °F,74%,5.8 mph,N/A,,2014/7/3
7:15 PM,79.0 °F,84%,-,0.00 in,Rain,2014/7/3
7:21 PM,73.9 °F,87%,8.1 mph,0.24 in,"Fog
	,
Rain",2014/7/3
7:24 PM,73.9 °F,87%,6.9 mph,0.36 in,"Fog
	,
Rain",2014/7/3
7:33 PM,73.9 °F,91%,Calm,0.48 in,Rain,2014/7/3
7:51 PM,73.9 °F,93%,5.8 mph,0.48 in,,2014/7/3
8:02 PM,73.0 °F,90%,8.1 mph,N/A,,2014/7/3
8:13 PM,72.0 °F,87%,8.1 mph,0.00 in,Rain,2014/7/3
8:20 PM,71.1 °F,90%,5.8 mph,0.00 in,Rain,2014/7/3
8:24 PM,71.1 °F,90%,-,0.01 in,Rain,2014/7/3
8:29 PM,71.1 °F,90%,8.1 mph,0.04 in,Rain,2014/7/3
8:36 PM,70.0 °F,90%,-,0.36 in,"Fog
	,
Rain",2014/7/3
8:47 PM,69.8 °F,88%,9.2 mph,0.69 in,"Fog
	,
Rain",2014/7/3
8:51 PM,69.1 °F,93%,9.2 mph,0.82 in,"Fog
	,
Rain",2014/7/3
9:07 PM,70.0 °F,93%,4.6 mph,0.42 in,Rain,2014/7/3
9:13 PM,70.0 °F,90%,4.6 mph,0.43 in,Rain,2014/7/3
9:20 PM,70.0 °F,90%,5.8 mph,0.43 in,Rain,2014/7/3
9:51 PM,70.0 °F,93%,Calm,0.44 in,,2014/7/3
10:51 PM,70.0 °F,93%,3.5 mph,N/A,,2014/7/3
11:51 PM,70.0 °F,93%,Calm,N/A,,2014/7/3
12:51 AM,71.1 °F,90%,Calm,N/A,,2014/7/4
1:51 AM,70.0 °F,93%,3.5 mph,N/A,,2014/7/4
2:33 AM,71.1 °F,93%,3.5 mph,N/A,,2014/7/4
2:42 AM,71.1 °F,93%,3.5 mph,N/A,,2014/7/4
2:51 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
3:03 AM,71.1 °F,93%,3.5 mph,N/A,,2014/7/4
3:27 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
3:34 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
3:51 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
4:06 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
4:16 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
4:27 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
4:51 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
5:01 AM,71.1 °F,93%,3.5 mph,N/A,,2014/7/4
5:16 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
5:26 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
5:46 AM,71.6 °F,94%,Calm,N/A,,2014/7/4
5:51 AM,71.1 °F,93%,Calm,N/A,,2014/7/4
6:09 AM,71.1 °F,90%,4.6 mph,N/A,,2014/7/4
6:51 AM,71.1 °F,90%,3.5 mph,N/A,,2014/7/4
7:51 AM,71.1 °F,90%,6.9 mph,N/A,,2014/7/4
8:51 AM,70.0 °F,81%,5.8 mph,N/A,,2014/7/4
9:51 AM,71.1 °F,75%,4.6 mph,N/A,,2014/7/4
10:51 AM,73.0 °F,71%,6.9 mph,N/A,,2014/7/4
11:51 AM,73.9 °F,68%,8.1 mph,N/A,,2014/7/4
12:06 PM,73.0 °F,71%,10.4 mph,N/A,,2014/7/4
12:31 PM,73.0 °F,71%,9.2 mph,N/A,,2014/7/4
12:51 PM,72.0 °F,68%,8.1 mph,N/A,,2014/7/4
1:51 PM,66.9 °F,87%,9.2 mph,0.04 in,Rain,2014/7/4
2:35 PM,68.0 °F,87%,6.9 mph,0.02 in,Rain,2014/7/4
2:51 PM,66.9 °F,90%,4.6 mph,0.05 in,Rain,2014/7/4
3:22 PM,66.0 °F,90%,5.8 mph,0.03 in,Rain,2014/7/4
3:51 PM,66.9 °F,87%,8.1 mph,0.03 in,Rain,2014/7/4
4:07 PM,66.0 °F,87%,8.1 mph,0.00 in,,2014/7/4
4:51 PM,66.0 °F,90%,5.8 mph,0.02 in,,2014/7/4
5:00 PM,66.0 °F,87%,-,N/A,,2014/7/4
5:51 PM,69.1 °F,81%,Calm,N/A,,2014/7/4
6:51 PM,70.0 °F,68%,-,N/A,,2014/7/4
7:51 PM,71.1 °F,55%,5.8 mph,N/A,,2014/7/4
8:51 PM,70.0 °F,53%,6.9 mph,N/A,,2014/7/4
9:51 PM,69.1 °F,54%,8.1 mph,N/A,,2014/7/4
10:51 PM,68.0 °F,56%,9.2 mph,N/A,,2014/7/4
11:51 PM,66.9 °F,54%,6.9 mph,N/A,,2014/7/4
12:51 AM,66.9 °F,52%,11.5 mph,N/A,,2014/7/5
1:51 AM,66.0 °F,52%,6.9 mph,N/A,,2014/7/5
2:51 AM,64.9 °F,54%,4.6 mph,N/A,,2014/7/5
3:51 AM,64.9 °F,54%,6.9 mph,N/A,,2014/7/5
4:51 AM,64.0 °F,56%,8.1 mph,N/A,,2014/7/5
5:51 AM,64.0 °F,56%,6.9 mph,N/A,,2014/7/5
6:51 AM,64.0 °F,58%,8.1 mph,N/A,,2014/7/5
7:51 AM,64.9 °F,58%,5.8 mph,N/A,,2014/7/5
8:51 AM,66.9 °F,54%,9.2 mph,N/A,,2014/7/5
9:51 AM,70.0 °F,51%,-,N/A,,2014/7/5
10:51 AM,73.0 °F,39%,8.1 mph,N/A,,2014/7/5
11:51 AM,75.0 °F,38%,8.1 mph,N/A,,2014/7/5
12:51 PM,77.0 °F,37%,11.5 mph,N/A,,2014/7/5
1:51 PM,79.0 °F,38%,3.5 mph,N/A,,2014/7/5
2:51 PM,79.0 °F,34%,8.1 mph,N/A,,2014/7/5
3:51 PM,80.1 °F,34%,5.8 mph,N/A,,2014/7/5
4:51 PM,80.1 °F,32%,5.8 mph,N/A,,2014/7/5
5:51 PM,80.1 °F,32%,10.4 mph,N/A,,2014/7/5
6:51 PM,80.1 °F,32%,9.2 mph,N/A,,2014/7/5
7:51 PM,79.0 °F,32%,9.2 mph,N/A,,2014/7/5
8:51 PM,75.9 °F,37%,4.6 mph,N/A,,2014/7/5
9:51 PM,75.9 °F,38%,4.6 mph,N/A,,2014/7/5
10:51 PM,75.0 °F,43%,4.6 mph,N/A,,2014/7/5
11:51 PM,73.0 °F,48%,3.5 mph,N/A,,2014/7/5
12:51 AM,72.0 °F,49%,3.5 mph,N/A,,2014/7/6
1:51 AM,71.1 °F,51%,-,N/A,,2014/7/6
2:51 AM,70.0 °F,53%,3.5 mph,N/A,,2014/7/6
3:51 AM,69.1 °F,53%,3.5 mph,N/A,,2014/7/6
4:51 AM,68.0 °F,55%,6.9 mph,N/A,,2014/7/6
5:51 AM,66.9 °F,57%,Calm,N/A,,2014/7/6
6:51 AM,66.9 °F,59%,3.5 mph,N/A,,2014/7/6
7:51 AM,69.1 °F,54%,4.6 mph,N/A,,2014/7/6
8:51 AM,72.0 °F,51%,Calm,N/A,,2014/7/6
9:51 AM,75.0 °F,46%,Calm,N/A,,2014/7/6
10:51 AM,78.1 °F,42%,3.5 mph,N/A,,2014/7/6
11:51 AM,82.0 °F,35%,6.9 mph,N/A,,2014/7/6
12:51 PM,82.9 °F,33%,5.8 mph,N/A,,2014/7/6
1:51 PM,84.2 °F,37%,5.8 mph,N/A,,2014/7/6
2:51 PM,84.0 °F,38%,-,N/A,,2014/7/6
3:51 PM,84.0 °F,38%,6.9 mph,N/A,,2014/7/6
4:51 PM,82.9 °F,39%,6.9 mph,N/A,,2014/7/6
5:51 PM,84.0 °F,35%,10.4 mph,N/A,,2014/7/6
6:51 PM,81.0 °F,42%,6.9 mph,N/A,,2014/7/6
7:51 PM,81.0 °F,35%,8.1 mph,N/A,,2014/7/6
8:51 PM,79.0 °F,42%,6.9 mph,N/A,,2014/7/6
9:51 PM,78.1 °F,45%,5.8 mph,N/A,,2014/7/6
10:51 PM,75.9 °F,52%,-,N/A,,2014/7/6
11:51 PM,75.0 °F,57%,3.5 mph,N/A,,2014/7/6
12:51 AM,73.9 °F,64%,4.6 mph,N/A,,2014/7/7
1:51 AM,73.9 °F,62%,-,N/A,,2014/7/7
2:51 AM,73.0 °F,64%,10.4 mph,N/A,,2014/7/7
3:51 AM,73.0 °F,66%,-,N/A,,2014/7/7
4:51 AM,73.0 °F,66%,3.5 mph,N/A,,2014/7/7
5:51 AM,72.0 °F,71%,3.5 mph,N/A,,2014/7/7
6:51 AM,73.0 °F,68%,3.5 mph,N/A,,2014/7/7
7:51 AM,73.0 °F,71%,3.5 mph,N/A,,2014/7/7
8:51 AM,75.9 °F,67%,3.5 mph,N/A,,2014/7/7
9:51 AM,79.0 °F,58%,3.5 mph,N/A,,2014/7/7
10:51 AM,81.0 °F,56%,4.6 mph,N/A,,2014/7/7
11:51 AM,84.9 °F,53%,6.9 mph,N/A,,2014/7/7
12:51 PM,87.1 °F,48%,6.9 mph,N/A,,2014/7/7
1:51 PM,88.0 °F,43%,10.4 mph,N/A,,2014/7/7
2:51 PM,88.0 °F,48%,-,N/A,,2014/7/7
3:51 PM,88.0 °F,48%,6.9 mph,N/A,,2014/7/7
4:51 PM,90.0 °F,38%,5.8 mph,N/A,,2014/7/7
5:51 PM,87.1 °F,46%,6.9 mph,N/A,,2014/7/7
6:51 PM,88.0 °F,43%,-,N/A,,2014/7/7
7:51 PM,86.0 °F,46%,4.6 mph,N/A,,2014/7/7
8:51 PM,84.9 °F,44%,5.8 mph,N/A,,2014/7/7
9:51 PM,84.9 °F,44%,8.1 mph,N/A,,2014/7/7
10:51 PM,82.9 °F,49%,4.6 mph,N/A,,2014/7/7
11:51 PM,82.0 °F,54%,4.6 mph,N/A,,2014/7/7
12:51 AM,80.1 °F,54%,6.9 mph,N/A,,2014/7/8
12:56 AM,77.0 °F,64%,6.9 mph,0.00 in,Rain,2014/7/8
1:14 AM,71.1 °F,90%,5.8 mph,0.18 in,Rain,2014/7/8
1:25 AM,71.1 °F,90%,Calm,0.35 in,Rain,2014/7/8
1:33 AM,71.1 °F,90%,3.5 mph,0.39 in,Rain,2014/7/8
1:43 AM,71.1 °F,90%,Calm,0.41 in,Rain,2014/7/8
1:51 AM,72.0 °F,87%,Calm,0.42 in,Rain,2014/7/8
2:51 AM,71.1 °F,90%,5.8 mph,0.01 in,,2014/7/8
3:51 AM,72.0 °F,91%,Calm,N/A,,2014/7/8
4:51 AM,72.0 °F,91%,3.5 mph,N/A,,2014/7/8
5:51 AM,72.0 °F,87%,Calm,N/A,,2014/7/8
6:51 AM,73.9 °F,82%,3.5 mph,N/A,,2014/7/8
7:51 AM,75.9 °F,79%,5.8 mph,N/A,,2014/7/8
8:51 AM,77.0 °F,76%,5.8 mph,N/A,,2014/7/8
9:51 AM,80.1 °F,71%,5.8 mph,N/A,,2014/7/8
10:51 AM,82.4 °F,62%,3.5 mph,N/A,,2014/7/8
11:51 AM,88.0 °F,46%,4.6 mph,N/A,,2014/7/8
12:51 PM,89.1 °F,46%,5.8 mph,N/A,,2014/7/8
1:51 PM,89.1 °F,50%,-,N/A,,2014/7/8
2:51 PM,89.1 °F,50%,4.6 mph,N/A,,2014/7/8
3:51 PM,88.0 °F,51%,4.6 mph,N/A,,2014/7/8
4:51 PM,88.0 °F,49%,4.6 mph,N/A,,2014/7/8
5:51 PM,89.1 °F,43%,-,N/A,,2014/7/8
6:51 PM,86.0 °F,53%,5.8 mph,N/A,,2014/7/8
7:51 PM,84.9 °F,59%,5.8 mph,N/A,,2014/7/8
8:51 PM,84.0 °F,61%,3.5 mph,N/A,,2014/7/8
9:51 PM,84.0 °F,58%,-,N/A,,2014/7/8
10:51 PM,77.0 °F,69%,12.7 mph,0.00 in,Rain,2014/7/8
11:51 PM,75.9 °F,69%,6.9 mph,0.00 in,,2014/7/8
12:51 AM,75.0 °F,71%,-,N/A,,2014/7/9
1:51 AM,73.0 °F,76%,6.9 mph,N/A,,2014/7/9
2:51 AM,73.0 °F,76%,6.9 mph,N/A,,2014/7/9
3:51 AM,73.0 °F,76%,-,N/A,,2014/7/9
4:51 AM,73.0 °F,76%,5.8 mph,N/A,,2014/7/9
5:51 AM,72.0 °F,78%,-,N/A,,2014/7/9
6:51 AM,72.0 °F,78%,4.6 mph,N/A,,2014/7/9
7:51 AM,73.0 °F,76%,3.5 mph,N/A,,2014/7/9
8:51 AM,75.9 °F,69%,4.6 mph,N/A,,2014/7/9
9:51 AM,78.1 °F,60%,6.9 mph,N/A,,2014/7/9
10:51 AM,81.0 °F,50%,Calm,N/A,,2014/7/9
11:51 AM,81.0 °F,54%,3.5 mph,N/A,,2014/7/9
12:51 PM,84.9 °F,44%,3.5 mph,N/A,,2014/7/9
1:51 PM,86.0 °F,40%,10.4 mph,N/A,,2014/7/9
2:51 PM,84.9 °F,49%,4.6 mph,N/A,,2014/7/9
3:51 PM,84.0 °F,56%,6.9 mph,N/A,,2014/7/9
4:51 PM,82.9 °F,60%,8.1 mph,N/A,,2014/7/9
5:51 PM,82.0 °F,65%,4.6 mph,N/A,,2014/7/9
6:51 PM,81.0 °F,65%,3.5 mph,N/A,,2014/7/9
7:51 PM,84.0 °F,51%,-,N/A,,2014/7/9
8:06 PM,78.1 °F,64%,8.1 mph,0.00 in,Rain,2014/7/9
8:15 PM,72.0 °F,84%,4.6 mph,0.09 in,Rain,2014/7/9
8:20 PM,72.0 °F,84%,4.6 mph,0.09 in,Rain,2014/7/9
8:27 PM,72.0 °F,91%,Calm,0.09 in,,2014/7/9
8:51 PM,71.1 °F,87%,Calm,0.09 in,,2014/7/9
9:51 PM,73.0 °F,84%,Calm,N/A,,2014/7/9
10:51 PM,73.0 °F,76%,5.8 mph,N/A,,2014/7/9
11:51 PM,75.9 °F,64%,Calm,N/A,,2014/7/9
12:51 AM,73.0 °F,76%,Calm,N/A,,2014/7/10
1:51 AM,73.9 °F,68%,Calm,N/A,,2014/7/10
2:51 AM,75.0 °F,60%,Calm,N/A,,2014/7/10
3:51 AM,73.9 °F,62%,Calm,N/A,,2014/7/10
4:51 AM,72.0 °F,66%,3.5 mph,N/A,,2014/7/10
5:51 AM,72.0 °F,71%,5.8 mph,N/A,,2014/7/10
6:51 AM,72.0 °F,66%,5.8 mph,N/A,,2014/7/10
7:51 AM,72.0 °F,71%,6.9 mph,N/A,,2014/7/10
8:51 AM,73.0 °F,68%,3.5 mph,N/A,,2014/7/10
9:51 AM,73.9 °F,68%,4.6 mph,N/A,,2014/7/10
10:51 AM,75.0 °F,64%,3.5 mph,N/A,,2014/7/10
11:51 AM,75.9 °F,60%,4.6 mph,N/A,,2014/7/10
12:51 PM,78.1 °F,54%,4.6 mph,N/A,,2014/7/10
1:51 PM,80.1 °F,50%,5.8 mph,N/A,,2014/7/10
2:51 PM,81.0 °F,49%,3.5 mph,N/A,,2014/7/10
3:51 PM,81.0 °F,52%,3.5 mph,N/A,,2014/7/10
4:51 PM,82.4 °F,48%,5.8 mph,N/A,,2014/7/10
5:51 PM,79.0 °F,54%,Calm,N/A,,2014/7/10
6:51 PM,75.9 °F,58%,5.8 mph,N/A,,2014/7/10
7:51 PM,75.0 °F,60%,Calm,N/A,,2014/7/10
8:51 PM,75.0 °F,60%,-,N/A,,2014/7/10
9:51 PM,73.9 °F,66%,Calm,N/A,,2014/7/10
10:51 PM,75.0 °F,64%,Calm,N/A,,2014/7/10
11:51 PM,73.9 °F,66%,Calm,N/A,,2014/7/10
12:51 AM,73.9 °F,66%,Calm,N/A,,2014/7/11
1:51 AM,73.9 °F,64%,3.5 mph,N/A,,2014/7/11
2:51 AM,73.0 °F,66%,3.5 mph,N/A,,2014/7/11
3:51 AM,73.9 °F,66%,3.5 mph,N/A,,2014/7/11
4:51 AM,73.9 °F,68%,4.6 mph,N/A,,2014/7/11
5:51 AM,73.0 °F,51%,9.2 mph,N/A,,2014/7/11
6:51 AM,72.0 °F,57%,4.6 mph,N/A,,2014/7/11
7:51 AM,73.0 °F,49%,8.1 mph,N/A,,2014/7/11
8:51 AM,73.9 °F,48%,4.6 mph,N/A,,2014/7/11
